ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,28535686
NODE_766_length_1459_cov_16.450912_122_1405_g816,EcAOF_candidate_8_coca-20110131_1438,0.11,NODE_766_length_1459_cov_16.450912_122_1405_g816,45.2507,1005,0,97.7114,982,453,390,0.4458,37,31.23,843,29.54195255,1.005,29.39497766,
NODE_780_length_1454_cov_31.071077_18_1454_g830,struc_EcCHS,3.00E-07,NODE_780_length_1454_cov_31.071077_18_1454_g830,73.6755,1242,0,99.7585,1239,992,704,0.4981,56,63.84,1696,59.43434345,1.242,47.85373869,
NODE_782_length_1453_cov_74.028169_44_1453_g832,struc_cocaine_synthase_AGT56097,8.00E-04,NODE_782_length_1453_cov_74.028169_44_1453_g832,242.92,987,0,98.9868,977,2313,2129,0.4801,236,132.36,4442,155.6647132,0.987,157.7150083,
NODE_793_length_1448_cov_15.085512_1_1420_g843,EcAOC_candidate_2_NODE_477_length_2287_cov_125.778616,0.07,NODE_793_length_1448_cov_15.085512_1_1420_g843,37.5004,1189,0,99.6636,1185,440,386,0.4433,30,27.35,826,28.94620736,1.189,24.34500199,
NODE_794_length_1447_cov_24.780057_8_1401_g844,struc_cocaine_synthase_AGT56097,9.00E-04,NODE_794_length_1447_cov_24.780057_8_1401_g844,66.1972,1212,0,99.7525,1209,772,717,0.4326,55,42.63,1489,52.18026969,1.212,43.0530278,
NODE_810_length_1442_cov_40.596167_27_1372_g861,20DD_ABK94665.1,0.052,NODE_810_length_1442_cov_40.596167_27_1372_g861,112.0589,1155,0,99.4805,1149,1228,1174,0.4511,100,60.49,2402,84.17529066,1.155,72.87903953,
NODE_816_length_1441_cov_39.852983_46_1421_g867,20DD_NODE_3153_length_1468_cov_32.325436,0.011,NODE_816_length_1441_cov_39.852983_46_1421_g867,89.8639,999,0,99.7998,997,874,791,0.4392,72,60.23,1665,58.34798458,0.999,58.40639097,
NODE_820_length_1439_cov_71.965149_166_1417_g871,P450_41,0.12,NODE_820_length_1439_cov_71.965149_166_1417_g871,246.1799,906,0,100,906,2077,2062,0.4388,191,170.99,4139,145.0464313,0.906,160.0953988,
NODE_822_length_1438_cov_44.175801_4_1263_g873,P450_26,0.14,NODE_822_length_1438_cov_44.175801_4_1263_g873,116.6238,1050,0,100,1050,1211,1059,0.4412,106,73.78,2270,79.5495045,1.05,75.76143285,
NODE_829_length_1431_cov_60.706134_6_1065_g880,struc_EcCHS,2.00E-11,NODE_829_length_1431_cov_60.706134_6_1065_g880,196.7874,828,0,100,828,1760,1265,0.4424,178,132.41,3025,106.0075996,0.828,128.0285019,
NODE_841_length_1430_cov_21.809592_1_1311_g892,Polyketide_NODE_11256_length_732_cov_72.616595,0.28,NODE_841_length_1430_cov_21.809592_1_1311_g892,68.6948,1029,0,99.5141,1024,677,632,0.4018,59,44.52,1309,45.87237947,1.029,44.57957188,
NODE_846_length_1428_cov_16.230824_1_1428_g897,P450_46,3.00E-119,NODE_846_length_1428_cov_16.230824_1_1428_g897,47.0899,1391,0,99.6405,1386,576,641,0.4345,28,41.4,1217,42.64834668,1.391,30.6602061,
NODE_851_length_1425_cov_37.750000_1_1425_g902,struc_EcPKS2,0.052,NODE_851_length_1425_cov_37.750000_1_1425_g902,110.3981,1231,0,100,1231,1328,1195,0.4373,86,86.27,2523,88.41559465,1.231,71.82420361,
NODE_868_length_1416_cov_1174.598698_3_1210_g919,pathway_EcSMT,0,NODE_868_length_1416_cov_1174.598698_3_1210_g919,2997.0365,876,0,99.7717,874,23070,25725,0.4676,2136,2418.93,48795,1709.963908,0.876,1952.013594,
NODE_886_length_1404_cov_101.060408_1_1351_g937,P450_12,0.12,NODE_886_length_1404_cov_101.060408_1_1351_g937,283.2345,1207,0,100,1207,3305,3032,0.4317,218,206.99,6337,222.0727797,1.207,183.98739,
NODE_899_length_1401_cov_12.877193_1_1178_g950,P450_35,0.12,NODE_899_length_1401_cov_12.877193_1_1178_g950,27.3057,942,0,99.1507,934,264,213,0.4205,27,15.06,477,16.71590909,0.942,17.74512643,
NODE_913_length_1396_cov_14.468819_1_1341_g964,P450_16,0,NODE_913_length_1396_cov_14.468819_1_1341_g964,41.1446,996,0,97.7912,974,404,355,0.5151,35,29.38,759,26.59827045,0.996,26.70509081,
NODE_936_length_1390_cov_13.316139_30_1341_g987,20DD_coca-20110131_10349,0.012,NODE_936_length_1390_cov_13.316139_30_1341_g987,34.8046,1080,0,98.0556,1059,396,301,0.4443,30,24.44,697,24.4255527,1.08,22.6162525,
NODE_944_length_1386_cov_29.056911_1_1330_g995,P450_2,0.013,NODE_944_length_1386_cov_29.056911_1_1330_g995,83.8013,1107,0,99.729,1104,883,837,0.4478,77,54.63,1720,60.27539548,1.107,54.44931841,
NODE_945_length_1386_cov_16.075388_1_1196_g996,struc_EcPKS1,0.15,NODE_945_length_1386_cov_16.075388_1_1196_g996,48.6284,1079,0,99.2586,1071,509,463,0.5574,35,43.45,972,34.06260721,1.079,31.56868138,
NODE_954_length_1383_cov_51.506667_106_1363_g1005,struc_EcSMT,0.022,NODE_954_length_1383_cov_51.506667_106_1363_g1005,144.4061,1140,0,100,1140,1478,1576,0.4454,111,126.17,3054,107.0238708,1.14,93.88058843,
NODE_968_length_1382_cov_51.696429_1_1261_g1019,P450_44,7.00E-23,NODE_968_length_1382_cov_51.696429_1_1261_g1019,168.6492,1163,0,99.914,1162,2248,1385,0.4511,111,179.3,3633,127.314251,1.163,109.4705512,
NODE_991_length_1368_cov_20.175898_1_1340_g1042,20DD_coca-20110131_7365,0.12,NODE_991_length_1368_cov_20.175898_1_1340_g1042,53.8017,1034,0,100,1034,618,413,0.443,45,39.06,1031,36.13019345,1.034,34.94216001,
NODE_997_length_1365_cov_33.667417_1_1365_g1048,P450_4,0.4,NODE_997_length_1365_cov_33.667417_1_1365_g1048,104.9789,994,0,100,994,1054,879,0.4738,43,152.22,1933,67.73973224,0.994,68.14862399,
NODE_1005_length_1360_cov_17.599849_1_1254_g1056,20DD_coca-20110131_3935,0.11,NODE_1005_length_1360_cov_17.599849_1_1254_g1056,43.1235,1231,0,99.3501,1223,447,536,0.4533,29,41.04,983,34.44808939,1.231,27.98382566,
NODE_1022_length_1352_cov_54.260045_61_1282_g1074,20DD_NODE_3153_length_1468_cov_32.325436,0.041,NODE_1022_length_1352_cov_54.260045_61_1282_g1074,136.9932,1026,0,99.2203,1018,1485,1119,0.449,82,137.54,2604,91.25414525,1.026,88.94166203,
NODE_1036_length_1347_cov_12.003805_1_1274_g1088,EcAOF_candidate_7_coca-20110131_2982,0.003,NODE_1036_length_1347_cov_12.003805_1_1274_g1088,35.8214,1103,0,99.6374,1099,360,373,0.4735,33,23.16,733,25.68713075,1.103,23.28842316,
NODE_1051_length_1339_cov_246.341501_22_1329_g1103,struc_EcSABATH1,0,NODE_1051_length_1339_cov_246.341501_22_1329_g1103,671.4519,1113,0,100,1113,6801,7064,0.4386,605,430.92,13865,485.8827665,1.113,436.5523508,
NODE_1089_length_1329_cov_39.020833_1_1329_g1141,struc_cocaine_synthase_AGT56097,1.00E-13,NODE_1089_length_1329_cov_39.020833_1_1329_g1141,110.1258,1081,0,99.9075,1080,1188,1019,0.451,91,71.95,2207,77.34174292,1.081,71.54647819,
NODE_1091_length_1328_cov_13.766795_1_1328_g1143,P450_19,0.12,NODE_1091_length_1328_cov_13.766795_1_1328_g1143,28.7593,972,0,99.7942,970,340,179,0.4057,22,24.6,519,18.18775015,0.972,18.71167711,
NODE_1104_length_1330_cov_11.926414_1_1330_g1156,P450_42,0.082,NODE_1104_length_1330_cov_11.926414_1_1330_g1156,30.9239,1025,0,98.8293,1013,313,274,0.4202,29,14.8,587,20.5707309,1.025,20.06900575,
NODE_1107_length_1323_cov_20.633333_1_1175_g1159,struc_EcCHS,4.00E-11,NODE_1107_length_1323_cov_20.633333_1_1175_g1159,61.9084,873,0,100,873,526,475,0.4333,46,47.29,1001,35.07887842,0.873,40.18199131,
NODE_1112_length_1322_cov_99.945694_1_1251_g1164,struc_EcSPMT,0.057,NODE_1112_length_1322_cov_99.945694_1_1251_g1164,330.3939,924,0,99.6753,921,2920,2739,0.4522,242,259.49,5659,198.3130599,0.924,214.6245237,
NODE_1115_length_1322_cov_18.994569_1_1149_g1168,P450_46,2.00E-96,NODE_1115_length_1322_cov_18.994569_1_1149_g1168,49.0983,1129,0,99.8229,1127,579,448,0.5039,32,55.64,1027,35.99001811,1.129,31.87778398,
NODE_1120_length_1322_cov_6.579519_5_1322_g1173,20DD_Contig_6853,0.19,NODE_1120_length_1322_cov_6.579519_5_1322_g1173,17.1184,1318,0,98.7102,1301,210,208,0.4924,15,9.73,418,14.64832285,1.318,11.11405376,
NODE_1123_length_1321_cov_11.494565_1_1271_g1176,EcAOC_candidate_3_NODE_287_length_2514_cov_36.770254,0.083,NODE_1123_length_1321_cov_11.494565_1_1271_g1176,28.0149,1005,0,97.3134,978,262,260,0.4392,25,15,522,18.29288165,1.005,18.20187229,
NODE_1132_length_1318_cov_16.869261_126_1235_g1185,P450_43,0.042,NODE_1132_length_1318_cov_16.869261_126_1235_g1185,47.6339,945,0,99.2593,938,391,443,0.5837,32,37.86,834,29.22655804,0.945,30.92757465,
NODE_1147_length_1312_cov_34.035184_1_1259_g1200,P450_26,0.006,NODE_1147_length_1312_cov_34.035184_1_1259_g1200,76.1657,990,0,98.6869,977,955,442,0.4345,49,91.53,1397,48.95623691,0.99,49.45074435,
NODE_1170_length_1307_cov_32.807692_1_1288_g1223,struc_cocaine_synthase_AGT56097,1.00E-04,NODE_1170_length_1307_cov_32.807692_1_1288_g1223,103.1618,1119,0,99.8213,1117,1154,984,0.5361,55,130.32,2138,74.92371833,1.119,66.95595919,
NODE_1172_length_1306_cov_75.590731_1_1074_g1225,P450_7,1.5,NODE_1172_length_1306_cov_75.590731_1_1074_g1225,232.9453,969,0,100,969,1874,2318,0.48,166,170.48,4192,146.9037546,0.969,151.6034619,
NODE_1178_length_1305_cov_29.745283_1_1241_g1231,P450_24,0.032,NODE_1178_length_1305_cov_29.745283_1_1241_g1231,84.7931,846,0,99.2908,840,655,674,0.4641,79,46.33,1329,46.57325616,0.846,55.05113021,
NODE_1183_length_1304_cov_16.553108_1_1251_g1236,struc_EcCHS,0.023,NODE_1183_length_1304_cov_16.553108_1_1251_g1236,44.387,951,0,99.4742,946,441,341,0.4714,41,26.9,782,27.40427864,0.951,28.81627617,
NODE_1189_length_1303_cov_20.904724_1_1253_g1242,struc_EcSPMT,2.00E-158,NODE_1189_length_1303_cov_20.904724_1_1253_g1242,54.8237,1038,0,99.6146,1034,543,512,0.4431,49,35.06,1055,36.97124548,1.038,35.61777021,
NODE_1190_length_1303_cov_15.393701_1_1200_g1243,20DD_Contig_6853,0.2,NODE_1190_length_1303_cov_15.393701_1_1200_g1243,38.6056,1098,0,99.2714,1090,397,391,0.4807,31,33.22,788,27.61454165,1.098,25.14985578,
NODE_1214_length_1297_cov_30.526899_12_1297_g1267,P450_45,0,NODE_1214_length_1297_cov_30.526899_12_1297_g1267,78.25,1172,0,99.4881,1166,929,776,0.4755,70,48.72,1705,59.74973796,1.172,50.98100509,
NODE_1215_length_1297_cov_28.639241_174_1277_g1268,20DD_coca-20110131_1706,0.099,NODE_1215_length_1297_cov_28.639241_174_1277_g1268,78.306,840,0,99.7619,838,594,626,0.4297,81,37.69,1220,42.75347819,0.84,50.89699784,
NODE_1216_length_1297_cov_24.064873_56_1297_g1269,struc_EcSPMT,0,NODE_1216_length_1297_cov_24.064873_56_1297_g1269,50.3889,1008,0,97.619,984,484,458,0.4443,47,31.29,942,33.01129217,1.008,32.74929779,
NODE_1234_length_1290_cov_10.986476_1_1290_g1287,P450_29,0.73,NODE_1234_length_1290_cov_10.986476_1_1290_g1287,24.9883,1201,0,100,1201,272,284,0.4669,18,23.48,556,19.48437203,1.201,16.22345714,
NODE_1238_length_1287_cov_18.606858_1_1130_g1291,20DD_NODE_3153_length_1468_cov_32.325436,0.074,NODE_1238_length_1287_cov_18.606858_1_1130_g1291,43.723,899,0,99.8888,898,390,338,0.3968,29,36.8,728,25.51191157,0.899,28.37809964,
NODE_1253_length_1281_cov_35.959936_1_1223_g1305,P450_42,0,NODE_1253_length_1281_cov_35.959936_1_1223_g1305,99.5588,1063,0,99.9059,1062,1052,909,0.4487,64,107.6,1961,68.72095961,1.063,64.64812758,
NODE_1254_length_1280_cov_47.916600_229_1231_g1306,P450_24,0.026,NODE_1254_length_1280_cov_47.916600_229_1231_g1306,173.4324,666,0,99.5495,663,1112,1031,0.4799,122,159.43,2143,75.09893751,0.666,112.7611674,
NODE_1282_length_1273_cov_30.398387_1_1213_g1334,20DD_coca-20110131_4904,0.059,NODE_1282_length_1273_cov_30.398387_1_1213_g1334,76.8515,909,0,98.5699,896,803,492,0.5234,55,61.87,1295,45.38176578,0.909,49.92493485,
NODE_1285_length_1273_cov_15.591935_1_1110_g1337,EcAOC_candidate_3_NODE_287_length_2514_cov_36.770254,0.018,NODE_1285_length_1273_cov_15.591935_1_1110_g1337,42.5721,1040,0,99.5192,1035,448,372,0.412,33,32.44,820,28.73594436,1.04,27.63071573,
NODE_1288_length_1273_cov_11.386290_1_1244_g1340,20DD_NODE_4134_length_1332_cov_14.319477,0,NODE_1288_length_1273_cov_11.386290_1_1244_g1340,31.161,1000,0,99.6,996,260,319,0.4687,29,17.47,579,20.29038022,1,20.29038022,
NODE_1324_length_1263_cov_30.598374_103_1263_g1376,20DD_coca-20110131_10349,0.14,NODE_1324_length_1263_cov_30.598374_103_1263_g1376,76.6203,964,0,99.8963,963,720,649,0.4427,80,37.02,1369,47.97500954,0.964,49.76660741,
NODE_1342_length_1257_cov_28.301471_1_1217_g1394,P450_21,0.05,NODE_1342_length_1257_cov_28.301471_1_1217_g1394,99.7554,887,0,100,887,845,803,0.5327,79,67.12,1648,57.75223939,0.887,65.10962727,
NODE_1347_length_1256_cov_25.064595_11_1229_g1399,Polyketide_NODE_11256_length_732_cov_72.616595,0.32,NODE_1347_length_1256_cov_25.064595_11_1229_g1399,71.7189,804,0,99.005,796,663,405,0.4555,41,75.15,1068,37.42681533,0.804,46.55076534,
NODE_1360_length_1253_cov_26.991803_1_1253_g1411,P450_9,0,NODE_1360_length_1253_cov_26.991803_1_1253_g1411,73.8696,1035,0,99.0338,1025,772,644,0.4598,69,44.2,1416,49.62206977,1.035,47.94402876,
NODE_1363_length_1253_cov_10.403279_1_1203_g1414,P450_47,0.16,NODE_1363_length_1253_cov_10.403279_1_1203_g1414,25.9139,1104,0,98.0072,1082,262,268,0.413,20,21.24,530,18.57323233,1.104,16.82358001,
NODE_1365_length_1252_cov_8.013126_1_1252_g1416,20DD_Contig_8162,0.086,NODE_1365_length_1252_cov_8.013126_1_1252_g1416,20.4449,1252,0,100,1252,275,200,0.4196,16,15.63,475,16.64582143,1.252,13.29538453,
NODE_1371_length_1250_cov_13.167625_1_1182_g1422,20DD_coca-20110131_11584,0.056,NODE_1371_length_1250_cov_13.167625_1_1182_g1422,35.1363,851,0,98.5899,839,250,305,0.4589,36,18.95,555,19.44932819,0.851,22.85467473,
NODE_1374_length_1249_cov_228.105263_1_1249_g1425,struc_EcPKS2,0,NODE_1374_length_1249_cov_228.105263_1_1249_g1425,627.8886,987,0,100,987,6261,5231,0.4826,388,626.8,11492,402.723747,0.987,408.0281125,
NODE_1378_length_1248_cov_34.967078_1_1116_g1429,EcAOC1,0.004,NODE_1378_length_1248_cov_34.967078_1_1116_g1429,74.2241,870,0,100,870,849,349,0.4431,45,75.46,1198,41.98251383,0.87,48.25576302,
NODE_1381_length_1248_cov_8.901235_1_1194_g1432,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,2.00E-08,NODE_1381_length_1248_cov_8.901235_1_1194_g1432,21.9686,1084,0,99.0775,1074,233,208,0.4309,23,13.33,441,15.45433105,1.084,14.25676296,
NODE_1431_length_1233_cov_37.567500_9_1171_g1481,20DD_ABK94665.1,0.084,NODE_1431_length_1233_cov_37.567500_9_1171_g1481,109.3787,903,0,100,903,943,887,0.5467,56,134.16,1830,64.13021728,0.903,71.01906676,
NODE_1434_length_1232_cov_35.840701_166_1171_g1484,struc_EcCHS,3.00E-09,NODE_1434_length_1232_cov_35.840701_166_1171_g1484,94.3697,825,0,99.8788,824,918,525,0.5067,79,62.04,1443,50.5682533,0.825,61.29485248,
NODE_1441_length_1230_cov_405.186299_12_1158_g1491,Polyketide_CsOAC_JN679224,0.28,NODE_1441_length_1230_cov_405.186299_12_1158_g1491,1386.1992,723,0,98.7552,714,10544,8056,0.4961,1092,810.75,18600,651.8153232,0.723,901.5426324,
NODE_1442_length_1230_cov_54.653300_1_1161_g1492,struc_cocaine_synthase_AGT56097,2.00E-51,NODE_1442_length_1230_cov_54.653300_1_1161_g1492,154.0977,870,0,99.6552,867,1127,1363,0.4499,131,112.18,2490,87.25914811,0.87,100.2978714,
NODE_1448_length_1229_cov_13.907191_1_1145_g1498,P450_21,0.034,NODE_1448_length_1229_cov_13.907191_1_1145_g1498,40.1963,922,0,99.6746,919,325,362,0.4701,36,25.86,687,24.07511436,0.922,26.1118377,
NODE_1449_length_1229_cov_13.592809_10_1229_g1499,P450_3,0,NODE_1449_length_1229_cov_13.592809_10_1229_g1499,33.3303,987,0,99.696,984,364,247,0.452,29,20.75,611,21.41178293,0.987,21.69380236,
NODE_1460_length_1226_cov_24.333613_1_1226_g1510,P450_23,0.037,NODE_1460_length_1226_cov_24.333613_1_1226_g1510,59.4466,927,0,99.4606,922,582,439,0.4842,58,39.32,1021,35.77975511,0.927,38.59736257,
NODE_1462_length_1226_cov_11.189438_1_1171_g1512,P450_38,4.00E-09,NODE_1462_length_1226_cov_11.189438_1_1171_g1512,27.6959,1105,0,98.733,1091,329,239,0.5225,22,23.31,568,19.90489804,1.105,18.01348239,
NODE_1482_length_1222_cov_24.354920_1_974_g1532,struc_EcSPMT,0.003,NODE_1482_length_1222_cov_24.354920_1_974_g1532,73.318,827,0,98.7908,817,555,570,0.4433,75,39.93,1125,39.4243139,0.827,47.67147993,
NODE_1501_length_1217_cov_23.294764_1_1217_g1551,P450_26,0.13,NODE_1501_length_1217_cov_23.294764_1_1217_g1551,62.452,1135,0,98.9427,1123,678,642,0.454,37,59.32,1320,46.25786165,1.135,40.75582524,
NODE_1502_length_1217_cov_6.435811_1_1192_g1552,20DD_Contig_6161,0.1,NODE_1502_length_1217_cov_6.435811_1_1192_g1552,13.2668,776,0,97.2938,755,98,92,0.4152,11,10.02,190,6.65832857,0.776,8.580320323,
NODE_1508_length_1216_cov_22.645816_31_1216_g1558,20DD_coca-20110131_11729,0,NODE_1508_length_1216_cov_22.645816_31_1216_g1558,63.9539,976,0,99.7951,974,661,495,0.4488,50,43.21,1156,40.51067278,0.976,41.50683686,
NODE_1511_length_1216_cov_14.054945_8_1216_g1561,20DD_coca-20110131_3904,0.089,NODE_1511_length_1216_cov_14.054945_8_1216_g1561,36.2565,1076,0,100,1076,336,387,0.4245,27,30.05,723,25.3366924,1.076,23.5471119,
NODE_1519_length_1213_cov_29.360169_1_1213_g1569,struc_cocaine_synthase_AGT56097,3.00E-12,NODE_1519_length_1213_cov_29.360169_1_1213_g1569,71.7041,1112,0,100,1112,953,525,0.4631,44,72.15,1478,51.79478751,1.112,46.57804632,
NODE_1530_length_1211_cov_13.438879_204_1211_g1580,20DD_coca-20110131_4904,0.046,NODE_1530_length_1211_cov_13.438879_204_1211_g1580,31.2376,745,0,100,745,245,188,0.5271,27,20.25,433,15.17398037,0.745,20.36775889,
NODE_1531_length_1211_cov_12.422750_26_1211_g1581,P450_42,0.086,NODE_1531_length_1211_cov_12.422750_26_1211_g1581,31.1398,980,0,100,980,327,238,0.4409,28,19.28,565,19.79976654,0.98,20.20384341,
NODE_1546_length_1205_cov_18.947099_1_1199_g1596,P450_24,0.13,NODE_1546_length_1205_cov_18.947099_1_1199_g1596,48.5077,845,0,99.645,842,388,372,0.476,33,41.37,760,26.63331428,0.845,31.51871513,
NODE_1562_length_1203_cov_10.770085_46_1177_g1612,P450_6,0.004,NODE_1562_length_1203_cov_10.770085_46_1177_g1612,29.5,966,0,99.1718,958,277,254,0.4865,28,14.08,531,18.60827616,0.966,19.26322584,
NODE_1614_length_1189_cov_14.902249_1_1071_g1664,struc_EcPKS2,0.093,NODE_1614_length_1189_cov_14.902249_1_1071_g1664,38.5392,753,0,98.4064,741,322,216,0.4261,34,27.86,538,18.853583,0.753,25.03795884,
NODE_1630_length_1185_cov_61.342014_15_1131_g1680,P450_11,0.052,NODE_1630_length_1185_cov_61.342014_15_1131_g1680,194.0089,789,0,99.6198,786,1478,1358,0.4652,159,114.46,2836,99.38431487,0.789,125.9623763,
NODE_1635_length_1184_cov_14.617724_9_1184_g1686,P450_13,0,NODE_1635_length_1184_cov_14.617724_9_1184_g1686,39.3496,984,0,99.6951,981,378,340,0.5322,36,27.28,718,25.16147323,0.984,25.57060287,
NODE_1645_length_1181_cov_22.754355_1_1170_g1696,20DD_coca-20110131_6665,0.18,NODE_1645_length_1181_cov_22.754355_1_1170_g1696,48.913,943,0,99.1516,935,584,271,0.4626,17,91.36,855,29.96247857,0.943,31.77357218,
NODE_1647_length_1181_cov_16.000871_1_1180_g1698,20DD_Contig_5938,0.13,NODE_1647_length_1181_cov_16.000871_1_1180_g1698,48.7803,760,0,100,760,359,329,0.4528,45,25.28,688,24.11015819,0.76,31.72389236,
NODE_1654_length_1178_cov_24.042795_1_1131_g1704,P450_47,0.081,NODE_1654_length_1178_cov_24.042795_1_1131_g1704,64.81,1095,0,99.9087,1094,631,684,0.4584,60,44.59,1315,46.08264247,1.095,42.084605,
NODE_1656_length_1178_cov_20.803493_15_1101_g1706,P450_22,1.00E-20,NODE_1656_length_1178_cov_20.803493_15_1101_g1706,58.0214,843,0,99.6441,840,487,420,0.4258,40,45.44,907,31.78475796,0.843,37.70433922,
NODE_1682_length_1170_cov_24.403694_16_1091_g1732,Polyketide_NODE_17446_length_416_cov_17.443864,0.17,NODE_1682_length_1170_cov_24.403694_16_1091_g1732,66.1748,738,0,99.729,736,506,399,0.4523,48,50.11,905,31.7146703,0.738,42.97380799,
NODE_1691_length_1168_cov_19.118943_1_1155_g1741,struc_EcPKS1,0.039,NODE_1691_length_1168_cov_19.118943_1_1155_g1741,48.9427,855,0,98.9474,846,479,296,0.4352,45,34.72,775,27.1589718,0.855,31.7648793,
NODE_1693_length_1167_cov_75.539683_1_963_g1743,P450_44,0.049,NODE_1693_length_1167_cov_75.539683_1_963_g1743,246.6465,775,0,99.6129,772,1778,1762,0.4506,113,273.91,3540,124.0551744,0.775,160.0711928,
NODE_1703_length_1165_cov_14.442580_47_1165_g1753,Polyketide_NODE_17446_length_416_cov_17.443864,0.088,NODE_1703_length_1165_cov_14.442580_47_1165_g1753,33.7539,1081,0,98.4274,1064,373,303,0.4211,25,24.54,676,23.68963218,1.081,21.91455335,
NODE_1709_length_1163_cov_15.807965_1_1114_g1759,struc_cocaine_synthase_AGT56097,2.00E-22,NODE_1709_length_1163_cov_15.807965_1_1114_g1759,43.3978,1091,0,99.6334,1087,462,416,0.5123,36,31.7,878,30.76848676,1.091,28.20209602,
NODE_1734_length_1158_cov_18.947556_7_1097_g1783,20DD_coca-20110131_14092,0.016,NODE_1734_length_1158_cov_18.947556_7_1097_g1783,55.4616,873,0,100,873,475,422,0.4213,43,34.71,897,31.43431962,0.873,36.00723897,
NODE_1740_length_1157_cov_16.813167_1_1101_g1789,P450_10,2.00E-11,NODE_1740_length_1157_cov_16.813167_1_1101_g1789,45.5323,1082,0,100,1082,460,453,0.4164,40,28.9,913,31.99502097,1.082,29.57025968,
NODE_1745_length_1156_cov_17.384684_15_1156_g1794,P450_35,0.045,NODE_1745_length_1156_cov_17.384684_15_1156_g1794,49.5297,976,0,97.8484,955,389,507,0.4533,40,36.91,896,31.39927578,0.976,32.17138912,
NODE_1751_length_1154_cov_30.253345_19_1154_g1799,20DD_coca-20110131_7365,0,NODE_1751_length_1154_cov_30.253345_19_1154_g1799,73.5087,924,0,99.8918,923,796,467,0.4388,59,49.81,1263,44.26036308,0.924,47.90082584,
NODE_1781_length_1149_cov_22.818996_1_991_g1829,P450_10,0.012,NODE_1781_length_1149_cov_22.818996_1_991_g1829,60.7099,786,0,100,786,552,332,0.4873,60,34.02,884,30.97874977,0.786,39.41316765,
NODE_1785_length_1148_cov_29.348879_1_1148_g1833,P450_10,0.095,NODE_1785_length_1148_cov_29.348879_1_1148_g1833,78.0994,996,0,100,996,763,687,0.4366,72,51.47,1450,50.81356014,0.996,51.01763066,
NODE_1787_length_1148_cov_19.478924_1_1041_g1835,struc_cocaine_synthase_AGT56097,4.00E-04,NODE_1787_length_1148_cov_19.478924_1_1041_g1835,49.3769,963,0,97.7155,941,462,420,0.4461,46,32.51,882,30.9086621,0.963,32.09622233,
NODE_1802_length_1145_cov_15.673561_11_1145_g1850,Polyketide_NODE_11256_length_732_cov_72.616595,0.24,NODE_1802_length_1145_cov_15.673561_11_1145_g1850,44.9878,984,0,99.7967,982,369,453,0.4622,36,30.08,822,28.80603203,0.984,29.27442279,
NODE_1813_length_1143_cov_16.031532_51_1072_g1861,P450_44,0,NODE_1813_length_1143_cov_16.031532_51_1072_g1861,41.7094,936,0,98.8248,925,420,303,0.4788,28,31,723,25.3366924,0.936,27.06911581,
NODE_1819_length_1141_cov_42.833935_5_1061_g1867,P450_29,0.037,NODE_1819_length_1141_cov_42.833935_5_1061_g1867,130.6636,651,0,100,651,640,936,0.4561,117,84.66,1576,55.2290833,0.651,84.83730153,
NODE_1830_length_1139_cov_102.439421_29_1131_g1877,struc_EcSPMT,0.047,NODE_1830_length_1139_cov_102.439421_29_1131_g1877,269.1173,759,0,100,759,2301,1485,0.4612,252,165.25,3786,132.6759577,0.759,174.8036334,
NODE_1839_length_1138_cov_16.076018_13_1138_g1886,struc_cocaine_synthase_AGT56097,0.005,NODE_1839_length_1138_cov_16.076018_13_1138_g1886,45.6401,589,0,96.944,571,162,336,0.4422,38,33.39,498,17.45182962,0.589,29.62959189,
NODE_1889_length_1129_cov_30.150547_44_1129_g1936,20DD_coca-20110131_11584,0,NODE_1889_length_1129_cov_30.150547_44_1129_g1936,77.0567,953,0,100,953,567,795,0.452,68,47.7,1362,47.7297027,0.953,50.08363347,
NODE_1908_length_1124_cov_104.581118_1_1124_g1955,P450_14,0.095,NODE_1908_length_1124_cov_104.581118_1_1124_g1955,287.2296,932,0,99.6781,929,2596,2367,0.452,247,175.19,4963,173.922551,0.932,186.6121792,
NODE_1984_length_1108_cov_19.495814_1_1059_g2032,P450_25,0,NODE_1984_length_1108_cov_19.495814_1_1059_g2032,39.8859,894,0,96.9799,867,329,333,0.4361,22,36.27,662,23.19901849,0.894,25.94968511,
NODE_1991_length_1107_cov_7.333333_1_1107_g2039,20DD_NODE_3560_length_1408_cov_14.756364,0,NODE_1991_length_1107_cov_7.333333_1_1107_g2039,22.3246,921,0,99.3485,915,192,189,0.4281,21,13.05,381,13.35170098,0.921,14.49696089,
NODE_1992_length_1106_cov_38.324324_1_1055_g2040,P450_44,0.076,NODE_1992_length_1106_cov_38.324324_1_1055_g2040,101.9943,882,0,99.7732,880,888,783,0.4658,94,57.13,1671,58.55824758,0.882,66.39257096,
NODE_1995_length_1106_cov_14.328984_64_1106_g2043,struc_EcPKS1,0.001,NODE_1995_length_1106_cov_14.328984_64_1106_g2043,33.5959,735,0,99.7279,733,277,181,0.4463,25,25.92,458,16.05007624,0.735,21.83683842,
